id,first_name,last_name,degree,school,department,hire_year,hire_date,salary,country
330,Ava,Thomas,MS,Stanford,Computer Science,2004,2004-09-27,196977,FRANCE
331,Logan,Walker,MS,SCU,Computer Science,2007,2007-05-18,153272,FRANCE
332,Michael,Taylor,MS,Stanford,Data Science,2018,2018-08-04,171856,UK
333,Elena,Jones,PHD,SCU,Accounting,2001,2001-07-22,116795,SPAIN
334,Hannah,Campbell,MS,MIT,Engineering,2008,2008-11-28,163372,CANADA
335,Elijah,Hill,PHD,MIT,Business,2000,2000-03-04,196216,FRANCE
336,Amelia,King,MBA,SCU,Accounting,2016,2016-08-22,102753,CANADA
337,Benjamin,Green,MS,Stanford,Bio Informatics,2011,2011-04-25,179082,FRANCE
338,Lily,Anderson,PHD,Stanford,Engineering,2007,2007-11-19,134929,USA
339,Ava,Flores,MD,MIT,Data Science,2013,2013-06-19,154975,MEXICO
340,Evelyn,Parker,PHD,SCU,Bio Informatics,2024,2024-07-15,155069,GERMANY
341,Chloe,Mitchell,PHD,Stanford,Bio Informatics,2006,2006-06-18,120572,CANADA
342,Harper,Mitchell,MD,ISU,Computer Science,2019,2019-09-20,167696,SPAIN
343,Noah,Anderson,PHD,Stanford,Engineering,2016,2016-02-01,161018,MEXICO
344,Grace,Johnson,MS,MIT,Computer Science,2007,2007-02-27,165441,SPAIN
345,Emily,Jackson,MS,MIT,Data Science,2018,2018-04-20,109669,ITALY
346,Olivia,Campbell,MD,ISU,Data Science,2014,2014-11-22,119224,MEXICO
347,Jack,Hernandez,PHD,ISU,Computer Science,2002,2002-11-05,141107,CANADA
348,Sebastian,Robinson,MS,Stanford,Data Science,2004,2004-12-27,185230,GERMANY
349,Leo,King,PHD,Harvard,Data Science,2018,2018-02-03,185628,UK
350,Olivia,Thomas,MD,MIT,Accounting,2002,2002-07-08,169651,USA
351,Alexander,Evans,MBA,ISU,Computer Science,2005,2005-09-30,143379,MEXICO
352,Lillian,Carter,PHD,ISU,Accounting,2011,2011-09-26,139068,FRANCE
353,Henry,Adams,MBA,MIT,Computer Science,2019,2019-03-07,183849,UK
354,Zoe,Garcia,PHD,SCU,Data Science,2008,2008-11-23,111827,SPAIN
355,Violet,Martinez,PHD,ISU,Bio Informatics,2008,2008-01-30,167976,ITALY
356,Olivia,Sanchez,MS,ISU,Accounting,2015,2015-12-05,123563,FRANCE
357,Alexander,Sanchez,MS,ISU,Bio Informatics,2011,2011-12-11,197171,CANADA
358,Sophia,Flores,PHD,ISU,Business,2010,2010-11-30,194487,USA
359,Abigail,Gonzalez,MS,Harvard,Bio Informatics,2023,2023-04-17,198217,SPAIN
360,Jack,Jones,MBA,MIT,Bio Informatics,2023,2023-11-18,153871,CANADA
361,Lily,King,PHD,MIT,Bio Informatics,2000,2000-07-17,180850,SPAIN
362,Lily,Adams,MD,MIT,Data Science,2000,2000-10-05,194523,USA
363,Harper,Mitchell,MD,MIT,Bio Informatics,2007,2007-08-31,174961,GERMANY
364,Alexander,Moore,MBA,SCU,Data Science,2016,2016-09-22,178191,MEXICO
365,Aurora,Hernandez,PHD,Harvard,Computer Science,2005,2005-08-04,114884,FRANCE
366,Nora,Sanchez,MS,Stanford,Computer Science,2024,2024-09-24,137691,USA
367,Olivia,Garcia,MBA,MIT,Engineering,2009,2009-07-24,191854,FRANCE
368,Ella,Flores,PHD,Harvard,Bio Informatics,2004,2004-01-01,181740,UK
369,Lily,Carter,PHD,Harvard,Bio Informatics,2023,2023-10-19,126157,ITALY
370,Leo,Adams,PHD,Stanford,Computer Science,2012,2012-12-30,189645,UK
371,Wyatt,Hill,PHD,ISU,Accounting,2010,2010-07-04,147407,FRANCE
372,Daniel,Baker,MS,SCU,Accounting,2024,2024-05-04,137830,UK
373,Harper,Davis,PHD,SCU,Business,2013,2013-11-23,131421,GERMANY
374,Henry,Brown,PHD,Stanford,Accounting,2012,2012-12-20,178570,SPAIN
375,Noah,Jackson,PHD,ISU,Computer Science,2025,2025-04-21,112325,CANADA
376,Mason,Gonzalez,PHD,SCU,Accounting,2013,2013-08-24,135908,FRANCE
377,Zoe,Johnson,MD,SCU,Bio Informatics,2004,2004-01-28,178099,GERMANY
378,Isabella,Miller,MD,Harvard,Accounting,2001,2001-10-15,168137,SPAIN
379,Michael,Robinson,PHD,Stanford,Data Science,2000,2000-04-10,149453,CANADA
380,Daniel,Jackson,PHD,ISU,Accounting,2008,2008-02-17,172540,CANADA
381,Elijah,Anderson,PHD,ISU,Accounting,2003,2003-11-22,120637,CANADA
382,Ava,White,MD,Stanford,Data Science,2018,2018-10-18,173502,CANADA
383,Olivia,Perez,MS,ISU,Engineering,2022,2022-09-13,173448,SPAIN
384,Layla,Clark,MD,MIT,Data Science,2009,2009-10-23,114674,USA
385,Nora,Martinez,MD,Stanford,Computer Science,2010,2010-12-15,103978,SPAIN
386,Riley,Nelson,MS,MIT,Computer Science,2014,2014-10-22,176790,CANADA
387,Victoria,Flores,MS,ISU,Business,2021,2021-12-03,193844,CANADA
388,Sofia,Parker,MS,MIT,Data Science,2015,2015-12-22,158065,MEXICO
389,Zoe,Rodriguez,MS,ISU,Bio Informatics,2004,2004-12-15,147974,UK
390,Lucas,King,PHD,MIT,Data Science,2017,2017-08-22,149704,MEXICO
391,Hannah,Jones,PHD,Stanford,Accounting,2003,2003-07-26,112517,SPAIN
392,Grace,Perez,PHD,Harvard,Bio Informatics,2001,2001-05-10,173496,CANADA
393,Sofia,Torres,MBA,Harvard,Computer Science,2012,2012-08-10,115293,SPAIN
394,Aiden,Lewis,MS,SCU,Engineering,2016,2016-03-11,182355,GERMANY
395,Sebastian,Martinez,MS,SCU,Accounting,2006,2006-03-13,178378,UK
396,Elijah,Jackson,PHD,Stanford,Bio Informatics,2013,2013-01-21,171317,ITALY
397,Benjamin,Taylor,PHD,MIT,Business,2007,2007-08-25,146874,CANADA
398,Amelia,Lopez,MS,Harvard,Data Science,2015,2015-01-12,110062,UK
399,Mia,Smith,PHD,MIT,Computer Science,2009,2009-08-01,190292,ITALY
400,Emily,Taylor,PHD,Stanford,Engineering,2007,2007-09-24,132195,MEXICO
401,Aiden,Nguyen,PHD,Stanford,Accounting,2009,2009-05-21,123385,UK
402,Layla,Evans,MS,Harvard,Accounting,2020,2020-09-02,123065,ITALY
403,Mia,Williams,MBA,Harvard,Bio Informatics,2012,2012-11-18,181154,UK
404,Evelyn,Sanchez,PHD,Stanford,Engineering,2022,2022-04-20,174940,CANADA
405,Violet,Thompson,PHD,SCU,Accounting,2001,2001-06-09,166237,UK
406,Ethan,Williams,MBA,ISU,Bio Informatics,2012,2012-05-20,170060,ITALY
407,Sophia,Young,PHD,SCU,Engineering,2004,2004-05-02,144447,UK
408,Zoe,Nguyen,MS,ISU,Data Science,2017,2017-04-10,181585,MEXICO
409,Sophia,Adams,MD,ISU,Computer Science,2003,2003-09-28,191371,FRANCE
410,Lillian,Mitchell,MS,ISU,Computer Science,2009,2009-08-31,121408,GERMANY
411,Victoria,Lewis,MD,Harvard,Engineering,2002,2002-03-06,164986,FRANCE
412,Mason,Thomas,MD,SCU,Accounting,2019,2019-03-02,121208,GERMANY
413,Stella,Miller,PHD,Harvard,Business,2014,2014-09-25,177587,USA
414,Elena,Lewis,PHD,Stanford,Accounting,2023,2023-10-04,152151,MEXICO
415,Sebastian,Allen,PHD,Stanford,Engineering,2003,2003-09-11,158781,SPAIN
416,Emma,Robinson,PHD,SCU,Engineering,2017,2017-07-31,119569,FRANCE
417,Henry,Miller,PHD,ISU,Computer Science,2016,2016-04-12,117703,SPAIN
418,Ava,Gonzalez,MS,Harvard,Accounting,2004,2004-09-20,140004,UK
419,Zoe,Walker,PHD,Stanford,Bio Informatics,2000,2000-03-08,174388,SPAIN
420,Zoe,Martinez,MBA,MIT,Accounting,2013,2013-09-21,146611,UK
421,Emma,Lewis,MD,SCU,Accounting,2020,2020-12-19,115740,SPAIN
422,Emily,Brown,MBA,MIT,Accounting,2019,2019-01-27,108886,UK
423,Emma,Thomas,MS,Harvard,Accounting,2007,2007-10-18,170378,CANADA
424,Michael,Garcia,MS,ISU,Business,2003,2003-08-04,116613,ITALY
425,Daniel,Williams,MS,Harvard,Business,2011,2011-10-28,113314,SPAIN
426,Michael,Carter,MS,MIT,Accounting,2014,2014-07-13,180788,MEXICO
427,Victoria,Baker,MD,MIT,Data Science,2009,2009-12-18,145745,GERMANY
428,Isabella,Lewis,PHD,SCU,Accounting,2023,2023-09-15,166129,MEXICO
429,Elena,Parker,PHD,Stanford,Business,2020,2020-12-15,141451,UK
430,Michael,Walker,MBA,ISU,Data Science,2008,2008-11-21,183347,ITALY
431,Nora,Nguyen,MS,Harvard,Computer Science,2022,2022-12-28,194989,UK
432,Elijah,Garcia,PHD,MIT,Accounting,2020,2020-06-08,147251,FRANCE
433,Mia,Sanchez,MBA,ISU,Engineering,2016,2016-01-15,162262,GERMANY
434,Stella,Jones,PHD,MIT,Engineering,2009,2009-08-19,118082,FRANCE
435,Jack,Rodriguez,MS,MIT,Data Science,2003,2003-01-23,156441,FRANCE
436,Aurora,Mitchell,MS,Stanford,Accounting,2017,2017-05-27,169575,GERMANY
437,Aria,Martinez,MD,Harvard,Data Science,2005,2005-09-10,195414,CANADA
438,Jack,Nguyen,PHD,Harvard,Engineering,2015,2015-01-28,128535,CANADA
439,Stella,Baker,PHD,MIT,Business,2002,2002-02-08,152301,FRANCE
440,Emma,Gonzalez,PHD,SCU,Business,2004,2004-02-25,119434,UK
441,Lily,Taylor,MBA,ISU,Data Science,2011,2011-01-21,194692,SPAIN
442,Sofia,Wright,PHD,MIT,Accounting,2023,2023-05-15,139059,USA
443,Jack,Miller,MS,Harvard,Business,2018,2018-11-23,156364,ITALY
444,Wyatt,Mitchell,PHD,MIT,Computer Science,2014,2014-04-29,120538,GERMANY
445,Aiden,Martinez,MD,Stanford,Engineering,2020,2020-04-02,106781,MEXICO
446,Sofia,Carter,PHD,MIT,Engineering,2022,2022-08-13,139339,SPAIN
447,Mason,Lee,MS,Stanford,Accounting,2008,2008-08-25,182988,GERMANY
448,Logan,Parker,MS,SCU,Accounting,2013,2013-05-13,168347,UK
449,Ella,Young,MS,SCU,Data Science,2019,2019-11-26,120959,SPAIN
450,Ella,Wilson,PHD,MIT,Bio Informatics,2002,2002-01-27,108483,UK
451,Lillian,Sanchez,MS,ISU,Bio Informatics,2003,2003-02-13,160313,FRANCE
452,Nora,Rodriguez,PHD,Harvard,Engineering,2019,2019-09-17,196471,UK
453,Lillian,Adams,PHD,Harvard,Bio Informatics,2025,2025-01-06,105669,GERMANY
454,Lillian,Miller,PHD,Harvard,Bio Informatics,2021,2021-06-21,113883,MEXICO
455,Violet,Wilson,PHD,SCU,Computer Science,2021,2021-12-21,189779,SPAIN
456,Nora,Miller,PHD,MIT,Data Science,2011,2011-11-05,130129,UK
457,Harper,Flores,MD,Harvard,Accounting,2009,2009-04-20,199874,CANADA
458,Logan,Smith,MBA,Stanford,Computer Science,2009,2009-04-07,185373,SPAIN
459,Nora,Young,MS,SCU,Computer Science,2017,2017-11-06,150146,FRANCE
460,Leo,Campbell,PHD,Stanford,Accounting,2015,2015-09-09,172683,ITALY
461,Noah,Garcia,MD,ISU,Data Science,2005,2005-11-20,136795,UK
462,Liam,Taylor,PHD,MIT,Engineering,2012,2012-07-20,118785,USA
463,Alexander,Adams,PHD,ISU,Accounting,2024,2024-10-29,160870,USA
464,Alexander,Campbell,MS,Harvard,Business,2005,2005-01-16,101156,USA
465,Riley,Lopez,MBA,Harvard,Data Science,2014,2014-04-13,156867,UK
466,Lily,Hernandez,MS,SCU,Engineering,2024,2024-03-13,134874,USA
467,Victoria,Nguyen,MBA,SCU,Bio Informatics,2011,2011-07-29,155636,FRANCE
468,Wyatt,Hernandez,MS,Harvard,Business,2005,2005-04-13,136656,USA
469,Liam,Brown,MS,Stanford,Accounting,2016,2016-12-07,104311,SPAIN
470,Emily,Campbell,PHD,SCU,Data Science,2005,2005-10-01,182406,GERMANY
471,Lily,Lee,MBA,MIT,Computer Science,2021,2021-03-22,111939,FRANCE
472,Chloe,Anderson,MBA,Harvard,Business,2016,2016-02-15,150201,MEXICO
473,Emma,Brown,MS,Harvard,Accounting,2021,2021-09-17,129347,GERMANY
474,Harper,Allen,MBA,Stanford,Business,2024,2024-02-26,138745,MEXICO
475,Aiden,Ramirez,PHD,Harvard,Computer Science,2000,2000-01-13,198185,CANADA
476,Chloe,Baker,MD,Harvard,Engineering,2010,2010-03-19,149812,GERMANY
477,Mia,Baker,MS,ISU,Business,2014,2014-06-08,188815,ITALY
478,Mason,Johnson,PHD,Harvard,Computer Science,2021,2021-12-21,130789,UK
479,Hannah,Scott,PHD,SCU,Computer Science,2000,2000-07-28,108166,ITALY
480,Amelia,Davis,PHD,MIT,Computer Science,2016,2016-01-30,129306,UK
481,Ethan,King,PHD,MIT,Accounting,2015,2015-02-11,165397,CANADA
482,Mason,Gonzalez,MS,Harvard,Business,2001,2001-09-06,146732,SPAIN
483,Noah,Mitchell,MS,Harvard,Business,2012,2012-06-13,114754,CANADA
484,Aria,Moore,MBA,ISU,Accounting,2021,2021-04-23,189588,CANADA
485,Liam,Parker,MD,MIT,Bio Informatics,2000,2000-12-22,119651,USA
486,Logan,Thompson,PHD,MIT,Bio Informatics,2015,2015-12-15,122766,ITALY
487,Stella,Lewis,MS,MIT,Data Science,2020,2020-11-28,144702,CANADA
488,Mason,Robinson,PHD,Harvard,Accounting,2020,2020-07-11,169363,CANADA
489,Harper,Parker,PHD,Harvard,Business,2009,2009-06-13,139907,ITALY
490,Sofia,Scott,MS,SCU,Data Science,2012,2012-04-09,131579,ITALY
491,Stella,Nguyen,MS,Stanford,Accounting,2021,2021-02-06,139458,FRANCE
492,Chloe,Ramirez,PHD,ISU,Computer Science,2022,2022-12-23,173874,ITALY
493,Hazel,Evans,MS,Harvard,Engineering,2010,2010-12-20,148334,FRANCE
494,Hazel,Sanchez,MD,SCU,Accounting,2017,2017-07-03,100776,FRANCE
495,Liam,Hernandez,MD,SCU,Data Science,2016,2016-08-22,101636,GERMANY
496,Hazel,Wilson,PHD,ISU,Bio Informatics,2022,2022-09-24,189416,USA
497,Nora,Robinson,PHD,SCU,Computer Science,2000,2000-04-13,177222,ITALY
498,Logan,Martinez,MBA,Stanford,Data Science,2021,2021-08-09,192189,UK
499,James,Flores,PHD,Stanford,Engineering,2008,2008-10-23,120804,MEXICO
500,Aria,King,PHD,Harvard,Bio Informatics,2011,2011-03-31,105671,MEXICO
501,Layla,Lopez,PHD,Harvard,Accounting,2012,2012-07-03,164519,FRANCE
502,Victoria,Rodriguez,PHD,MIT,Bio Informatics,2020,2020-01-24,160000,CANADA
503,Elijah,Robinson,MS,ISU,Data Science,2019,2019-02-04,195127,MEXICO
504,Sophia,Walker,MD,Harvard,Engineering,2011,2011-11-13,117137,SPAIN
505,Hazel,Williams,MS,SCU,Data Science,2015,2015-09-26,163052,USA
506,Chloe,Johnson,PHD,SCU,Computer Science,2007,2007-12-05,142916,ITALY
507,Ava,White,MBA,Stanford,Business,2016,2016-01-05,131221,CANADA
508,Sofia,Flores,MD,SCU,Bio Informatics,2014,2014-11-13,193800,CANADA
509,Stella,Carter,PHD,MIT,Engineering,2010,2010-08-11,126413,USA
510,Lillian,Thompson,PHD,Stanford,Computer Science,2019,2019-08-09,103204,CANADA
511,Aria,Hill,PHD,Harvard,Accounting,2017,2017-05-15,166799,UK
512,Hazel,Johnson,PHD,MIT,Data Science,2004,2004-06-24,140763,ITALY
513,Alexander,Lee,PHD,ISU,Data Science,2012,2012-11-18,145249,UK
514,Hazel,Thompson,MS,Stanford,Computer Science,2000,2000-09-04,117407,CANADA
515,Daniel,Walker,PHD,MIT,Accounting,2011,2011-03-13,186800,SPAIN
516,Benjamin,Allen,MS,Harvard,Bio Informatics,2004,2004-07-29,181972,MEXICO
517,Lucas,Campbell,PHD,Stanford,Accounting,2010,2010-01-30,154148,FRANCE
518,Ella,Green,PHD,ISU,Accounting,2012,2012-01-29,178468,CANADA
519,Hannah,White,PHD,ISU,Bio Informatics,2019,2019-02-17,124942,MEXICO
520,Evelyn,Smith,PHD,MIT,Engineering,2001,2001-06-03,176632,FRANCE
521,Daniel,Robinson,PHD,SCU,Bio Informatics,2007,2007-05-07,163239,FRANCE
522,Ava,White,MS,ISU,Bio Informatics,2020,2020-05-04,143502,FRANCE
523,Olivia,Nguyen,MBA,MIT,Engineering,2017,2017-11-23,197352,FRANCE
524,Alexander,Torres,PHD,MIT,Data Science,2015,2015-08-01,152300,MEXICO
525,Michael,Jackson,MS,MIT,Computer Science,2008,2008-04-10,198412,USA
526,Sophia,Williams,MS,SCU,Computer Science,2010,2010-03-18,141351,CANADA
527,Grace,Williams,MS,SCU,Computer Science,2006,2006-07-06,185163,SPAIN
528,Elena,Moore,MBA,ISU,Engineering,2008,2008-11-14,150005,USA
529,Layla,Allen,PHD,ISU,Computer Science,2016,2016-10-07,157308,CANADA
530,Harper,Davis,MS,MIT,Bio Informatics,2018,2018-01-26,180673,FRANCE
531,Lucas,Allen,PHD,MIT,Data Science,2011,2011-07-29,117623,UK
532,Hannah,Campbell,MS,ISU,Bio Informatics,2007,2007-11-30,180880,SPAIN
533,Liam,Clark,MS,Harvard,Data Science,2007,2007-09-02,116156,SPAIN
534,Chloe,Nelson,MD,SCU,Computer Science,2002,2002-01-06,186657,MEXICO
535,Wyatt,Campbell,MBA,Harvard,Accounting,2017,2017-10-25,174642,UK
536,Lillian,Wilson,MS,Harvard,Accounting,2009,2009-08-26,132961,ITALY
537,Jack,Johnson,MBA,MIT,Bio Informatics,2013,2013-09-07,140340,CANADA
538,Ella,Rodriguez,MS,MIT,Data Science,2002,2002-08-01,179863,SPAIN
539,Riley,Jackson,PHD,Harvard,Bio Informatics,2002,2002-06-15,131878,ITALY
540,Harper,Johnson,MS,MIT,Engineering,2011,2011-01-31,165141,UK
541,Liam,Gonzalez,PHD,Stanford,Bio Informatics,2000,2000-09-22,100240,GERMANY
542,Aurora,Campbell,MS,ISU,Accounting,2019,2019-10-21,144996,ITALY
543,Benjamin,Lee,PHD,ISU,Data Science,2008,2008-02-28,143232,USA
544,Ava,White,MS,ISU,Accounting,2020,2020-07-22,165712,SPAIN
545,Daniel,Torres,MS,ISU,Computer Science,2010,2010-06-05,107740,MEXICO
546,Amelia,Hernandez,PHD,ISU,Business,2003,2003-07-18,122333,USA
547,Victoria,Jones,PHD,SCU,Data Science,2020,2020-02-22,131113,CANADA
548,Lucas,Hernandez,MS,Stanford,Bio Informatics,2006,2006-02-04,157284,ITALY
549,Isabella,Miller,PHD,Harvard,Data Science,2002,2002-03-31,100796,GERMANY
550,Emma,Perez,PHD,SCU,Computer Science,2001,2001-10-16,143475,USA
551,Chloe,Nguyen,PHD,SCU,Engineering,2007,2007-01-23,139226,UK
552,Olivia,Young,PHD,Harvard,Accounting,2003,2003-12-01,100977,FRANCE
553,Emily,Davis,PHD,SCU,Bio Informatics,2020,2020-11-06,174859,SPAIN
554,Daniel,Walker,PHD,Harvard,Bio Informatics,2021,2021-03-30,109935,SPAIN
555,Stella,Campbell,PHD,ISU,Accounting,2001,2001-03-12,164947,MEXICO
556,Alexander,King,PHD,SCU,Accounting,2003,2003-11-24,189088,UK
557,Hazel,Lopez,PHD,SCU,Accounting,2014,2014-08-11,107414,USA
558,Emily,Scott,PHD,ISU,Accounting,2002,2002-06-07,109498,SPAIN
559,Mia,Martinez,MBA,ISU,Data Science,2012,2012-07-14,171644,CANADA
560,Aiden,Mitchell,PHD,ISU,Accounting,2006,2006-04-09,163761,SPAIN
561,James,Evans,PHD,MIT,Accounting,2007,2007-09-04,164510,MEXICO
562,Violet,Lee,PHD,MIT,Business,2009,2009-09-20,104471,CANADA
563,Ella,Baker,PHD,Harvard,Bio Informatics,2021,2021-01-27,129319,ITALY
564,Lillian,Perez,PHD,SCU,Engineering,2017,2017-02-22,145170,USA
565,Sophia,Martinez,PHD,Harvard,Bio Informatics,2017,2017-12-09,110816,ITALY
566,Elijah,Flores,PHD,SCU,Data Science,2011,2011-08-26,173659,MEXICO
567,Alexander,Wilson,PHD,MIT,Data Science,2009,2009-09-24,174695,USA
568,Jack,Gonzalez,MBA,Harvard,Bio Informatics,2006,2006-11-22,152112,UK
569,Aria,Lewis,PHD,Stanford,Bio Informatics,2006,2006-05-18,172659,MEXICO
570,Ella,White,MBA,ISU,Bio Informatics,2006,2006-08-11,149891,MEXICO
571,Jack,Lopez,PHD,Harvard,Computer Science,2009,2009-05-14,110204,USA
572,Violet,Perez,PHD,Stanford,Business,2005,2005-05-05,107437,USA
573,Logan,Anderson,PHD,Stanford,Computer Science,2009,2009-07-29,188212,GERMANY
574,Daniel,Jackson,MS,Harvard,Business,2017,2017-07-31,145589,SPAIN
575,Daniel,Davis,MS,Harvard,Engineering,2004,2004-12-14,157675,UK
576,Amelia,Harris,MBA,SCU,Business,2006,2006-08-26,155489,UK
577,Aria,Anderson,PHD,Harvard,Engineering,2001,2001-12-17,167913,GERMANY
578,Stella,Moore,MS,Harvard,Engineering,2021,2021-10-25,155379,ITALY
579,Lucas,Wright,MD,ISU,Data Science,2005,2005-08-20,165095,CANADA
580,Leo,Ramirez,MBA,Stanford,Accounting,2013,2013-08-24,122718,GERMANY
581,Abigail,Scott,MS,Harvard,Accounting,2009,2009-02-19,108184,FRANCE
582,Violet,Lopez,PHD,MIT,Data Science,2017,2017-10-13,138633,GERMANY
583,Victoria,Carter,MS,Harvard,Data Science,2009,2009-10-04,194192,UK
584,Aurora,Walker,PHD,MIT,Accounting,2006,2006-03-30,186825,SPAIN
585,Hannah,Gonzalez,MS,SCU,Computer Science,2021,2021-08-18,137378,CANADA
586,Ella,Moore,PHD,Harvard,Engineering,2019,2019-01-13,131634,GERMANY
587,Aria,Nguyen,MD,MIT,Bio Informatics,2001,2001-12-22,181921,ITALY
588,Alexander,Walker,MD,ISU,Engineering,2005,2005-12-29,187551,USA
589,Emily,Campbell,MS,SCU,Business,2014,2014-12-14,165488,ITALY
590,Chloe,Wright,MS,SCU,Computer Science,2006,2006-02-03,108639,SPAIN
591,Abigail,Wilson,PHD,Harvard,Computer Science,2010,2010-11-11,179304,UK
592,Amelia,Hernandez,PHD,Harvard,Computer Science,2016,2016-10-13,118804,MEXICO
593,Michael,Taylor,MBA,ISU,Computer Science,2020,2020-04-07,111584,FRANCE
594,Henry,Garcia,PHD,Harvard,Data Science,2019,2019-10-17,183850,USA
595,Lillian,Martinez,MBA,Stanford,Engineering,2011,2011-12-24,187750,UK
596,Daniel,Hill,MS,Harvard,Business,2008,2008-11-06,135671,USA
597,Alexander,Flores,MS,SCU,Bio Informatics,2023,2023-01-08,148956,UK
598,Sofia,Hernandez,MS,MIT,Data Science,2011,2011-09-26,142268,SPAIN
599,Elijah,Martinez,PHD,ISU,Business,2006,2006-04-08,168433,SPAIN
600,Wyatt,Anderson,MD,ISU,Engineering,2013,2013-08-19,124305,USA
601,Wyatt,Hernandez,PHD,Harvard,Bio Informatics,2005,2005-09-29,161682,UK
602,Violet,Young,MBA,ISU,Data Science,2021,2021-05-25,118520,ITALY
603,Alexander,Adams,PHD,Harvard,Bio Informatics,2000,2000-03-15,191734,ITALY
604,Michael,Torres,MBA,Harvard,Computer Science,2019,2019-08-18,187587,SPAIN
605,Jack,Martin,MS,Stanford,Engineering,2015,2015-02-06,182946,USA
606,Chloe,Lewis,PHD,MIT,Data Science,2007,2007-01-21,157714,MEXICO
607,Sofia,Anderson,PHD,MIT,Data Science,2001,2001-02-14,148947,MEXICO
608,Amelia,Wilson,MS,Harvard,Business,2016,2016-06-03,117961,FRANCE
609,Olivia,Jones,PHD,Stanford,Accounting,2025,2025-01-23,175496,CANADA
610,Jack,Thomas,MBA,ISU,Business,2020,2020-11-22,134359,CANADA
611,Ava,Jackson,MS,SCU,Computer Science,2011,2011-09-08,122440,FRANCE
612,Riley,Gonzalez,PHD,Stanford,Business,2005,2005-05-04,117001,UK
613,Mia,Anderson,MS,Stanford,Business,2023,2023-01-26,124631,MEXICO
614,Leo,Hernandez,PHD,ISU,Engineering,2004,2004-03-04,189507,UK
615,Lillian,Wilson,MS,MIT,Engineering,2000,2000-07-14,169302,MEXICO
616,Lily,Gonzalez,MS,ISU,Accounting,2022,2022-11-13,136133,ITALY
617,Victoria,Parker,MS,Stanford,Accounting,2019,2019-10-17,122907,CANADA
618,Zoe,Thompson,MD,MIT,Data Science,2016,2016-02-12,163569,SPAIN
619,Isabella,Gonzalez,PHD,Harvard,Business,2005,2005-01-28,146621,UK
620,Aiden,Lopez,PHD,MIT,Bio Informatics,2009,2009-10-28,199901,USA
621,Emma,Wilson,PHD,SCU,Data Science,2009,2009-12-06,151122,USA
622,Henry,Ramirez,PHD,Stanford,Accounting,2008,2008-07-20,154447,UK
623,Emma,Robinson,PHD,MIT,Engineering,2021,2021-07-03,185412,SPAIN
624,Victoria,Jones,MS,ISU,Accounting,2017,2017-01-24,199980,FRANCE
625,Ella,Young,PHD,Harvard,Computer Science,2000,2000-10-11,115979,FRANCE
626,James,Thompson,PHD,Harvard,Bio Informatics,2022,2022-10-26,180524,ITALY
627,Emma,Jackson,PHD,Stanford,Bio Informatics,2003,2003-09-30,156447,FRANCE
628,Sophia,Hill,MS,ISU,Data Science,2024,2024-04-15,184672,SPAIN
629,Emma,Harris,MD,Stanford,Business,2012,2012-03-12,198308,USA
630,Riley,Martinez,MS,Harvard,Engineering,2013,2013-06-23,153817,FRANCE
631,Lillian,Davis,MBA,SCU,Business,2023,2023-03-07,196161,UK
632,Aurora,Anderson,MS,Stanford,Computer Science,2018,2018-01-26,145208,UK
633,Jack,Clark,PHD,Harvard,Computer Science,2006,2006-11-28,180281,CANADA
634,Aiden,Nguyen,PHD,Stanford,Accounting,2014,2014-04-25,124813,USA
635,Nora,Nelson,MBA,MIT,Data Science,2011,2011-09-19,127730,ITALY
636,Violet,Robinson,MBA,Harvard,Bio Informatics,2014,2014-02-09,193095,GERMANY
637,Ava,Nelson,MBA,Harvard,Business,2013,2013-10-23,162173,MEXICO
638,Elijah,Clark,PHD,Stanford,Engineering,2023,2023-02-06,113713,GERMANY
639,Sebastian,Young,MD,MIT,Business,2021,2021-08-06,167623,ITALY
640,Nora,Baker,MS,Stanford,Computer Science,2017,2017-02-25,130841,SPAIN
641,Sebastian,Torres,PHD,Stanford,Bio Informatics,2006,2006-07-26,117185,ITALY
642,Aiden,Thompson,MD,Harvard,Data Science,2003,2003-03-23,190351,SPAIN
643,Grace,Flores,MS,ISU,Bio Informatics,2020,2020-02-01,107262,ITALY
644,Stella,Carter,MBA,Harvard,Computer Science,2020,2020-10-13,112347,SPAIN
